gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
XLOC_002198,0,0,0,0,0,0,2,0,0
XLOC_002199,9,14,2,202,196,226,294,319,358
XLOC_002196,19,24,27,42,36,0,0,22,26
XLOC_002197,0,0,0,0,0,0,0,0,3
XLOC_002194,6,16,26,8,8,6,8,11,7
XLOC_002195,62,41,61,112,69,141,63,63,95
XLOC_035239,0,0,0,0,1,0,0,2,0
XLOC_002193,113,182,238,24,23,31,201,136,139
XLOC_002190,984,1471,1409,1827,1971,1714,1031,981,951
XLOC_002191,229,354,317,711,594,996,450,315,292
XLOC_019690,8,9,23,3,9,6,14,19,11
XLOC_019696,869,1084,1435,593,566,969,1591,1576,1624
XLOC_019844,169,205,233,85,126,110,148,91,154
XLOC_019845,504,558,586,339,537,579,538,489,430
XLOC_019846,2,0,2,0,0,0,0,0,4
XLOC_019847,0,0,0,0,0,2,0,0,0
XLOC_019840,0,3,0,2,2,7,0,6,0
XLOC_019841,0,6,0,3,0,7,0,0,14
XLOC_019842,10663,14354,9206,1959,1721,859,336,329,369
XLOC_019843,8,16,23,13,13,23,10,15,18
XLOC_019848,2,6,0,0,0,0,5,0,0
XLOC_019849,0,6,2,0,0,0,0,0,0
XLOC_033969,591,954,1042,482,406,493,464,456,473
XLOC_033968,992,1194,917,792,848,793,756,613,660
XLOC_033967,109,163,68,8,2,24,103,71,117
XLOC_033966,882,1378,1184,233,317,427,743,593,849
XLOC_033965,478,588,557,391,449,405,567,540,486
XLOC_033964,33,31,47,24,44,35,0,0,14
XLOC_033963,2030,2663,2446,2846,2828,2697,2666,2365,2642
XLOC_033962,181,366,321,371,333,372,311,298,324
XLOC_033961,0,0,5,0,0,3,5,0,3
XLOC_033960,94,169,174,305,386,360,250,312,376
XLOC_008125,15,19,27,17,40,51,25,11,23
XLOC_008124,180,348,551,13,53,9,523,552,506
XLOC_008127,25,50,42,22,48,38,33,61,75
XLOC_008126,1011,1229,1575,811,417,84,1113,1073,949
XLOC_008121,1,3,6,3,1,0,2,0,3
XLOC_008120,82,126,107,8,18,15,67,62,61
XLOC_008123,1436,1751,1981,2535,2449,2428,1973,1777,1912
XLOC_008122,35,72,82,66,85,78,69,85,105
XLOC_008129,22,22,22,13,15,29,39,27,27
XLOC_008128,250,365,322,172,104,222,316,325,306
XLOC_028358,131,216,222,137,162,145,171,162,157
XLOC_028359,100,405,204,577,369,81,32,53,24
XLOC_028354,71,52,64,76,100,399,834,785,648
XLOC_028355,34,41,60,39,38,43,44,64,73
XLOC_028356,10,19,27,179,41,154,141,67,184
XLOC_028357,21,31,63,27,28,60,44,31,42
XLOC_028350,182,225,221,160,153,257,376,429,432
XLOC_028351,12,0,16,9,16,20,18,19,15
XLOC_028352,459,503,754,237,295,565,260,234,261
XLOC_028353,355,357,569,578,533,919,710,661,719
XLOC_017479,0,0,0,0,0,0,0,0,0
XLOC_017478,50,58,63,33,42,36,47,38,31
XLOC_017477,0,3,5,0,3,6,8,12,8
XLOC_017476,2,0,2,0,0,0,0,10,7
XLOC_017475,3,0,0,0,4,3,0,5,6
XLOC_017474,4,9,6,1,0,3,12,2,2
XLOC_017473,0,5,2,1,3,0,8,6,19
XLOC_017472,0,0,2,0,0,1,0,0,3
XLOC_017471,55,150,105,11,4,11,780,747,601
XLOC_017470,26,48,54,1,0,3,880,684,728
XLOC_029003,6,9,12,0,0,0,0,2,3
XLOC_029002,324,318,417,458,488,602,468,524,451
XLOC_029001,0,1,1,0,0,0,2,3,1
XLOC_029000,0,0,0,0,0,1,2,0,0
XLOC_029007,0,8,0,0,0,0,2,0,0
XLOC_029006,0,0,0,0,0,0,0,0,0
XLOC_013509,0,8,0,0,0,6,3,6,0
XLOC_029004,3,1,0,0,0,0,0,0,3
XLOC_013507,27,62,35,11,19,24,102,49,85
XLOC_013506,7,22,11,0,3,4,15,12,12
XLOC_013505,709,830,834,502,633,513,753,575,741
XLOC_013504,0,0,0,0,0,0,0,0,0
XLOC_013503,0,18,18,6,0,8,14,0,0
XLOC_013502,4,10,0,0,0,0,2,4,2
XLOC_013501,60,75,77,42,23,54,38,43,35
XLOC_013500,0,0,0,0,0,0,0,0,0
XLOC_006448,0,0,1,4,0,0,7,6,4
XLOC_006449,2,1,0,6,0,15,23,13,34
XLOC_006446,1972,2267,2346,1220,1423,1730,2576,2197,2340
XLOC_016129,2586,4033,3489,2320,2225,2735,1901,1931,1810
XLOC_015831,971,1220,1444,1194,1148,1047,499,357,422
XLOC_015830,12,2,7,14,7,29,3,0,10
XLOC_015833,198,323,297,103,108,189,289,309,232
XLOC_015832,772,812,885,644,681,877,746,1015,947
XLOC_015835,1363,2163,1789,9484,8355,8059,7535,6387,7153
XLOC_015834,349,435,595,363,217,452,860,1154,1494
XLOC_015837,10,11,21,0,0,0,2,1,3
XLOC_015836,88,133,98,33,81,0,42,91,0
XLOC_015839,0,0,0,0,0,0,8,3,8
XLOC_015838,253,269,287,201,181,171,170,146,97
XLOC_025809,0,1,1,1,1,1,0,0,0
XLOC_025808,2,4,10,5,0,7,8,6,4
XLOC_025807,2,0,0,0,0,0,0,0,0
XLOC_025806,3,1,0,0,2,2,1,0,0
XLOC_025805,0,0,1,0,0,0,0,0,1
XLOC_025804,12,21,23,21,8,39,16,10,10
XLOC_025803,32,58,43,0,5,0,11,10,5
XLOC_025802,22,32,35,11,23,30,14,6,16
XLOC_025801,0,0,0,0,0,0,0,0,0
XLOC_025800,0,0,0,0,0,0,0,0,0
XLOC_021648,0,0,0,0,0,0,0,0,0
XLOC_034272,0,0,0,0,0,0,0,0,0
XLOC_034273,3100,3700,3142,1986,2438,1020,390,329,430
XLOC_034270,0,0,0,0,0,0,0,0,0
XLOC_034271,227,277,349,93,108,116,186,165,167
XLOC_034276,117,190,171,50,43,73,142,187,171
XLOC_034277,1080,1255,1527,1007,934,1422,1428,1402,1510
XLOC_034274,366,466,526,561,540,668,519,532,515
XLOC_034275,2,24,23,2,0,3,25,8,31
XLOC_034278,0,0,0,0,0,0,0,0,0
XLOC_034279,139,173,169,10,34,4,31,18,9
XLOC_015167,276,394,438,691,648,712,448,403,512
XLOC_015166,2,3,7,4,3,1,7,6,3
XLOC_015165,0,0,0,0,0,5,0,0,0
XLOC_015164,0,0,0,0,0,0,0,0,1
XLOC_015163,6,10,11,2,3,10,2,6,3
XLOC_015162,7,0,0,0,0,0,0,5,0
XLOC_015161,0,0,0,0,0,0,0,0,0
XLOC_015160,0,0,0,0,0,0,0,0,0
XLOC_015169,487,394,577,2304,3715,1513,136,126,110
XLOC_015168,249,326,405,812,849,793,603,631,561
XLOC_017994,0,0,0,0,0,0,6,19,17
XLOC_017995,0,0,0,0,0,0,433,538,538
XLOC_017996,1170,1394,1513,734,685,676,761,690,672
XLOC_017997,386,474,596,164,183,266,753,675,848
XLOC_017990,57,61,81,7,26,14,21,16,27
XLOC_017991,405,514,283,180,120,70,582,526,752
XLOC_017992,66,102,70,48,39,20,1304,1331,1622
XLOC_017993,43,74,30,14,14,19,40,29,49
XLOC_017998,0,0,0,0,0,0,0,0,0
XLOC_017999,351,344,382,268,399,311,172,174,158
XLOC_024040,23971,27530,29890,20019,21864,15469,24682,23274,24748
XLOC_024041,0,1,0,0,1,1,0,0,1
XLOC_024042,70,116,56,33,11,11,165,16,4
XLOC_024043,0,0,0,0,0,0,6,0,16
XLOC_024044,55,87,63,28,22,47,51,49,51
XLOC_024045,255,341,284,65,62,103,185,159,171
XLOC_024046,1,3,4,0,0,0,14,36,21
XLOC_024047,225,263,317,89,50,40,68,79,57
XLOC_024048,3,16,2,6,3,3,3,2,4
XLOC_024049,11,11,19,2,7,2,0,8,6
XLOC_020970,0,0,0,0,1,0,0,0,1
XLOC_020971,0,0,0,0,0,0,0,0,0
XLOC_020972,2,1,1,0,1,0,1,1,0
XLOC_020973,0,0,2,0,0,0,0,0,2
XLOC_020974,11,5,11,1,1,1,1,1,1
XLOC_020975,0,0,0,0,0,0,0,0,0
XLOC_020976,0,7,0,0,0,0,0,0,0
XLOC_020977,0,0,0,0,0,0,0,0,0
XLOC_020978,0,4,19,0,0,0,0,0,0
XLOC_020979,62,93,103,15,24,7,10,8,17
XLOC_029832,0,2,7,3,0,1,2,6,5
XLOC_029833,5,16,0,0,5,9,11,13,9
XLOC_029830,0,0,4,0,2,2,0,2,0
XLOC_029831,168,243,162,59,100,90,172,170,135
XLOC_029836,0,0,0,0,0,0,0,0,0
XLOC_029837,170,173,101,160,155,184,133,82,135
XLOC_029834,0,0,0,0,0,0,0,0,0
XLOC_029835,0,0,0,0,0,0,0,0,0
XLOC_029838,74,95,103,72,65,108,102,108,98
XLOC_029839,599,769,1036,483,348,560,1162,1170,1266
XLOC_023777,0,0,0,0,0,0,3,2,1
XLOC_023776,0,2,0,0,0,0,16,7,18
XLOC_023775,0,0,0,0,0,0,1,0,0
XLOC_023774,23,40,33,0,0,0,196,212,242
XLOC_023773,30,26,23,9,0,8,17,23,19
XLOC_023772,0,0,0,0,0,0,2,0,0
XLOC_023771,123,161,180,48,37,42,460,446,565
XLOC_023770,0,0,0,0,0,0,0,0,0
XLOC_023779,804,997,1139,1832,1614,3215,1545,1377,2261
XLOC_023778,0,0,0,0,0,0,0,0,0
XLOC_010076,1673,2438,2263,538,514,996,1806,1600,1702
XLOC_010077,2,0,0,0,0,1,2,4,1
XLOC_010074,231,280,342,238,195,308,377,349,306
XLOC_010075,45,102,79,42,26,53,2501,2690,2810
XLOC_010072,0,0,0,0,0,0,0,0,0
XLOC_010073,140,248,232,165,140,226,2144,2008,1510
XLOC_010070,0,0,0,0,0,0,0,0,0
XLOC_010071,0,0,0,0,0,1,0,2,0
XLOC_010078,444,673,692,496,462,571,509,538,562
XLOC_010079,720,1044,877,517,464,616,662,601,682
XLOC_035260,0,0,0,0,6,14,8,9,0
XLOC_025397,971,1369,1235,874,1167,794,908,946,842
XLOC_025396,19,14,33,26,36,46,287,178,189
XLOC_025395,280,384,372,145,148,215,232,218,252
XLOC_025394,42,59,60,11,27,30,62,40,86
XLOC_025393,1333,1558,1811,631,646,820,1187,1078,1144
XLOC_025392,1443,1838,1539,1556,1750,1822,1661,1419,1249
XLOC_025391,74,96,86,76,88,86,70,99,74
XLOC_025390,14,24,14,9,7,0,292,291,290
XLOC_026430,10,7,17,3,2,1,16,14,31
XLOC_025399,1010,1119,1157,366,356,305,39,64,91
XLOC_025398,519,847,984,111,95,167,992,989,782
XLOC_026437,0,0,0,5,0,7,15,7,9
XLOC_025029,0,1,1,0,0,1,6,4,9
XLOC_025028,5,8,9,0,0,4,18,16,17
XLOC_028019,425,491,509,458,533,511,386,293,407
XLOC_028018,0,2,3,0,0,0,4,0,3
XLOC_004925,490,712,787,646,754,583,429,415,358
XLOC_004924,0,0,4,0,0,0,30,39,14
XLOC_004927,1035,1236,1455,2188,2094,1749,2181,2212,2150
XLOC_004926,1622,2291,2220,1120,1088,1088,1101,1145,932
XLOC_004929,22,45,46,18,23,0,1,0,0
XLOC_004928,6,5,5,6,0,0,11,10,16
XLOC_025023,21,63,33,14,15,24,76,76,130
XLOC_025022,0,5,8,2,0,0,0,6,0
XLOC_025025,341,390,327,195,262,230,234,195,215
XLOC_025024,6,4,10,0,4,5,9,6,15
XLOC_025027,0,3,6,29,24,28,5,1,0
XLOC_025026,18,31,32,6,11,21,57,18,39
XLOC_021739,2,3,0,5,4,9,15,12,5
XLOC_021738,4,3,0,0,0,1,0,3,2
XLOC_021731,5,5,10,828,811,560,159,197,190
XLOC_021730,16,50,60,29,32,80,62,73,88
XLOC_021733,184,306,233,40,35,46,294,214,268
XLOC_021732,0,4,6,7,9,6,4,8,2
XLOC_021735,258,1,320,201,208,259,58,39,11
XLOC_021734,0,0,0,0,0,0,0,1,0
XLOC_021737,0,0,0,0,0,0,0,0,0
XLOC_021736,0,0,3,0,0,0,9,10,16
XLOC_002388,13,19,16,10,0,5,13,11,33
XLOC_026435,0,0,0,0,0,0,0,0,0
XLOC_035008,1032,1472,1469,1151,1136,1393,1743,1537,1619
XLOC_002380,2546,2975,3078,3535,4098,3391,2625,2371,2664
XLOC_026434,0,0,0,0,0,0,4,0,0
XLOC_011692,4,4,5,0,0,5,6,1,0
XLOC_012324,3646,5145,5319,4114,3708,5354,3866,3701,3994
XLOC_012325,15,12,21,53,27,114,76,82,88
XLOC_012326,17,31,23,41,9,20,2758,1049,2958
XLOC_012327,0,0,0,0,0,0,0,0,0
XLOC_012320,314,412,391,89,84,126,85,109,94
XLOC_012321,706,942,812,344,381,459,560,502,470
XLOC_012322,138,273,209,3100,2876,2624,208,187,186
XLOC_012323,1668,2040,2076,1406,1780,2016,2241,2094,2043
XLOC_022550,672,1045,970,1684,1226,1458,1453,1421,1548
XLOC_022551,130,171,214,238,179,232,296,281,233
XLOC_022552,2712,3757,4156,4588,4309,5288,4094,3866,3597
XLOC_022553,406,475,452,495,521,407,1051,921,1015
XLOC_022554,0,0,0,0,0,0,0,11,0
XLOC_022555,0,0,0,0,0,0,0,0,0
XLOC_022556,17,26,34,35,49,65,159,159,153
XLOC_022557,34,55,60,33,23,21,16,8,17
XLOC_024817,125,195,223,38,49,63,316,304,251
XLOC_024816,8,25,19,0,0,0,12,25,21
XLOC_024815,382,473,470,30,52,55,152,153,213
XLOC_024814,939,1290,1453,476,373,619,724,756,773
XLOC_024813,419,521,545,792,871,659,367,300,321
XLOC_024812,1765,2417,2796,2605,2572,3093,2522,2611,2923
XLOC_024811,188,327,278,262,407,259,361,437,225
XLOC_024810,220,295,365,222,198,327,392,366,382
XLOC_024819,3698,5686,6290,2166,1817,2258,883,927,1076
XLOC_024818,0,5,3,0,0,2,2,5,1
XLOC_000712,0,0,0,3,0,0,0,0,2
XLOC_000713,0,4,5,0,0,0,5,0,1
XLOC_000710,32,36,60,9,0,18,11,18,13
XLOC_000711,1,0,1,0,4,0,2,2,0
XLOC_000716,0,0,3,0,0,0,0,3,4
XLOC_000717,3,0,3,0,3,1,1,2,4
XLOC_000714,0,0,0,0,0,0,0,0,0
XLOC_000715,0,0,0,0,0,0,0,0,0
XLOC_011673,288,397,432,143,97,278,518,646,609
XLOC_011672,0,0,0,0,0,0,0,0,0
XLOC_011671,4,12,6,0,0,0,4,18,10
XLOC_011670,613,830,744,618,799,710,686,691,653
XLOC_011677,374,297,443,258,148,206,230,74,185
XLOC_011676,63,90,80,31,30,46,572,478,587
XLOC_011675,145,183,189,143,133,164,107,116,127
XLOC_011674,0,0,0,0,0,0,0,0,0
XLOC_006387,12,10,12,4,2,5,7,10,15
XLOC_006386,18,23,19,21,3,5,6,7,10
XLOC_006385,11,8,20,0,2,0,10,23,29
XLOC_006384,9,15,22,0,4,2,0,0,0
XLOC_006383,22,27,40,0,0,8,21,33,28
XLOC_006382,0,17,14,0,5,16,20,25,20
XLOC_006381,0,0,0,1,0,0,0,1,0
XLOC_006380,6,7,5,12,10,0,168,144,201
XLOC_011698,2,2,0,0,0,0,4,0,4
XLOC_006389,3,4,0,0,0,0,0,2,0
XLOC_006388,0,0,2,0,0,2,0,3,0
XLOC_010407,0,0,0,0,0,0,0,0,0
XLOC_007712,0,0,0,0,0,0,0,0,0
XLOC_020819,502,621,760,950,994,904,584,565,669
XLOC_019318,13,14,24,9,7,22,110,71,75
XLOC_019319,690,849,918,948,781,1201,1941,1678,1679
XLOC_020818,51,75,64,63,63,86,49,40,44
XLOC_019310,449,651,658,194,171,202,236,280,245
XLOC_010403,0,0,0,0,2,2,0,0,0
XLOC_019312,769,1006,1184,980,1011,1111,951,912,893
XLOC_019313,8,10,28,22,75,13,15,23,33
XLOC_019314,307,489,383,475,634,552,341,232,316
XLOC_019315,902,1180,1062,1909,2298,2946,1942,1668,2191
XLOC_019316,1046,1557,1611,1453,1735,1497,863,982,848
XLOC_010402,0,0,0,5,3,8,1,0,0
XLOC_006659,26,55,31,16,11,28,67,47,53
XLOC_006658,172,257,215,179,143,247,193,152,262
XLOC_007715,12,18,31,14,7,1,14,22,33
XLOC_006651,17,19,19,40,31,46,139,150,139
XLOC_006650,0,3,0,0,0,3,0,0,10
XLOC_006653,2,0,0,0,0,0,0,0,0
XLOC_006652,13,24,27,3,5,7,8,5,12
XLOC_006655,0,0,1,0,0,0,0,1,0
XLOC_006654,0,0,0,0,0,0,0,0,0
XLOC_006657,35,52,39,8,16,74,35,23,54
XLOC_006656,1357,3661,1867,533,584,1632,3184,3700,4108
XLOC_020811,55,54,82,54,48,91,154,199,176
XLOC_001391,29,92,78,0,0,0,37,29,37
XLOC_001390,142,219,183,102,114,78,168,123,124
XLOC_001393,0,0,0,0,0,0,19,27,20
XLOC_001392,500,650,561,2452,2317,1933,274,334,283
XLOC_001395,1291,1917,2354,849,934,1090,2758,2684,2083
XLOC_001394,616,715,649,141,133,243,486,421,386
XLOC_001397,9,16,11,3,7,0,4,4,3
XLOC_001396,0,0,0,0,0,0,0,0,2
XLOC_001399,19,31,45,6,0,18,52,47,42
XLOC_001398,71,130,126,11,6,27,148,153,184
XLOC_020815,72,112,142,27,36,42,130,109,79
XLOC_010408,62,82,105,70,74,79,46,54,58
XLOC_012214,1410,1617,1621,984,1196,1387,1253,1214,1156
XLOC_012215,0,17,0,0,0,0,41,0,0
XLOC_005902,290,404,503,117,99,223,142,237,279
XLOC_035815,2,0,0,0,0,2,4,3,4
XLOC_035814,56,53,76,32,31,40,146,112,185
XLOC_035817,100,110,116,47,72,82,58,71,67
XLOC_035816,0,0,0,0,0,0,0,3,0
XLOC_035811,1,0,0,0,1,0,1,0,0
XLOC_035810,76,156,98,112,79,54,486,389,407
XLOC_035813,0,0,0,0,0,0,0,0,0
XLOC_035812,0,0,0,0,0,0,0,0,3
XLOC_012210,0,0,0,0,0,0,0,0,0
XLOC_035819,433,508,551,231,241,227,163,179,177
XLOC_035818,117,124,172,36,63,61,77,48,41
XLOC_012211,10,18,25,6,3,4,23,35,33
XLOC_012212,0,0,0,0,0,0,0,1,0
XLOC_012213,0,4,1,0,0,0,0,0,0
XLOC_007528,9,27,61,4,6,7,39,41,45
XLOC_005908,422,555,483,535,651,537,290,267,259
XLOC_009548,2,0,0,0,0,2,0,0,0
XLOC_009549,0,0,0,0,0,0,0,0,0
XLOC_005909,4,10,9,0,5,0,4,3,7
XLOC_007520,240,542,375,120,98,67,556,415,568
XLOC_007521,157,199,201,67,45,25,250,140,164
XLOC_009546,19,27,32,0,5,0,4,9,10
XLOC_009547,147,285,221,20,13,12,61,99,74
XLOC_007524,0,0,3,10,1,2,0,2,1
XLOC_007525,135,152,49,100,114,132,24,191,28
XLOC_007526,9,14,7,4,1,11,5,12,6
XLOC_007527,176,157,308,50,21,75,342,352,368
XLOC_029135,5,4,6,0,3,6,10,3,0
XLOC_012218,151,215,325,81,128,218,252,254,242
XLOC_029134,27,9,16,0,4,7,13,8,6
XLOC_012219,12,6,22,0,0,9,22,8,19
XLOC_005672,0,0,0,0,0,0,0,1,0
XLOC_036054,0,0,0,0,1,0,0,0,0
XLOC_005670,0,6,4,0,0,0,0,25,0
XLOC_005671,1,3,4,0,0,0,2,2,5
XLOC_005676,0,0,0,0,0,0,0,0,0
XLOC_033319,67,100,101,97,112,89,112,122,117
XLOC_005674,0,2,1,0,2,0,0,3,0
XLOC_005675,0,0,0,0,0,0,0,0,0
XLOC_033314,11,27,11,4,11,0,0,13,12
XLOC_033315,1395,1961,2049,1577,1629,1762,1310,1271,1268
XLOC_005678,0,1,0,0,1,0,0,0,0
XLOC_033317,0,0,0,0,0,0,0,0,0
XLOC_033310,142,177,166,62,82,101,88,120,117
XLOC_036056,51,38,65,44,24,48,33,44,28
XLOC_033312,11,18,40,8,19,30,105,71,46
XLOC_033313,145,167,185,46,50,64,121,107,108
XLOC_013434,267,300,291,109,202,216,163,153,167
XLOC_036050,3346,4139,3374,5270,6610,6688,3700,3394,3179
XLOC_013432,7,12,2,0,3,5,0,0,3
XLOC_036052,599,887,848,1259,1229,1256,1029,1047,1061
XLOC_013430,0,0,0,0,0,0,0,0,0
XLOC_024694,1795,2031,1924,1497,1638,1939,1476,1388,1428
XLOC_015228,607,831,907,403,445,460,606,591,709
XLOC_015229,0,16,17,0,0,0,0,0,0
XLOC_019439,779,939,1013,1042,1108,1140,902,934,936
XLOC_034669,27,49,39,0,0,10,14,30,22
XLOC_015225,0,0,5,0,0,0,0,0,1
XLOC_003537,8,8,9,0,0,3,0,0,4
XLOC_003536,84,192,157,110,129,140,174,204,154
XLOC_003535,48,80,77,14,122,26,15,9,6
XLOC_032040,0,0,0,0,0,0,0,0,2
XLOC_032047,0,2,6,3,4,3,27,25,32
XLOC_032046,0,0,0,0,0,0,0,0,0
XLOC_032045,0,0,1,0,0,1,5,0,0
XLOC_032044,0,0,0,0,0,0,0,0,0
XLOC_032049,0,2,0,1,0,0,1,0,0
XLOC_032048,6,5,9,0,0,4,6,18,16
XLOC_003539,0,0,0,0,0,0,0,0,0
XLOC_003538,0,0,0,0,1,1,5,0,2
XLOC_031226,2,3,1,0,0,0,0,0,0
XLOC_031227,85,103,91,71,55,64,54,63,57
XLOC_031224,11,2,4,50,32,49,9,7,7
XLOC_031225,0,5,1,0,3,0,4,0,1
XLOC_031222,24,0,38,20,17,14,11,9,17
XLOC_031223,1,0,2,0,0,1,0,3,3
XLOC_031220,135,158,166,48,71,29,40,30,36
XLOC_031221,2,5,10,6,0,8,9,10,6
XLOC_031228,5,3,0,0,0,0,0,0,0
XLOC_031229,3,4,5,3,1,1,3,6,3
XLOC_030575,0,0,0,0,0,0,0,0,0
XLOC_020606,76,99,145,15,39,22,293,269,321
XLOC_030577,623,722,759,443,458,485,562,528,574
XLOC_030576,0,0,0,0,0,0,0,0,0
XLOC_030571,0,0,0,0,0,0,0,0,1
XLOC_030570,12,16,13,11,8,9,21,20,25
XLOC_030573,15,0,5,11,4,6,13,10,17
XLOC_020607,1135,1561,1303,626,532,625,524,497,488
XLOC_030579,0,17,13,3,5,9,0,6,4
XLOC_030578,0,0,0,0,0,0,0,0,0
XLOC_020605,503,681,580,373,416,447,581,456,476
XLOC_021317,18,69,23,0,0,10,46,37,30
XLOC_020504,172,241,393,212,109,214,451,367,447
XLOC_020602,0,1,0,0,0,0,1,0,0
XLOC_027655,415,531,543,329,402,449,455,349,425
XLOC_032595,6,10,13,4,6,4,8,16,11
XLOC_032594,592,774,778,415,455,547,543,504,497
XLOC_032597,377,413,428,468,453,477,532,555,575
XLOC_032596,1879,2411,2316,2677,2319,2318,2172,2198,2255
XLOC_032591,37,36,84,9,13,14,205,198,244
XLOC_020600,30,34,47,38,33,60,28,18,48
XLOC_032593,0,0,0,0,0,0,0,0,0
XLOC_032592,32,30,58,12,1,5,9,12,11
XLOC_027657,20556,21836,23448,13587,15583,14237,13434,12393,13302
XLOC_032599,335,445,316,307,238,359,181,229,222
XLOC_032598,0,0,0,1,0,0,0,0,1
XLOC_008626,11,24,26,301,444,322,185,191,148
XLOC_008627,29,38,26,46,30,89,74,72,64
XLOC_008624,14,18,25,5,12,10,38,27,31
XLOC_008625,7,11,17,3,0,3,2,0,2
XLOC_008622,37,77,49,14,12,22,83,100,89
XLOC_008623,0,0,0,0,0,0,0,0,1
XLOC_008620,0,0,0,0,0,0,0,0,0
XLOC_008621,58,73,53,4,5,4,11,9,15
XLOC_008628,10,14,15,14,19,33,40,63,88
XLOC_008629,8,0,4,24,26,11,17,6,15
XLOC_031482,0,5,0,0,0,0,0,4,2
XLOC_031483,0,4,7,5,3,8,4,2,2
XLOC_031480,6,13,10,3,5,0,0,0,0
XLOC_031481,2,8,2,2,0,0,0,0,0
XLOC_031486,396,721,592,231,307,221,236,293,323
XLOC_031487,7778,9067,7474,5412,6346,4800,8143,6767,7619
XLOC_031484,3,0,1,1,3,0,2,9,4
XLOC_031485,4,0,1,2,0,3,0,2,4
XLOC_031488,29,32,67,5,14,0,123,119,158
XLOC_031489,0,0,0,0,0,0,3,0,3
XLOC_033884,44,53,42,23,20,16,8,16,16
XLOC_033885,3,0,3,0,0,0,0,0,0
XLOC_033886,24,45,82,29,14,59,98,149,142
XLOC_033887,1,0,0,0,0,0,3,1,2
XLOC_033880,0,0,2,0,0,0,0,0,0
XLOC_033881,33,15,19,0,3,8,1,7,1
XLOC_033882,1,5,0,0,1,1,1,2,2
XLOC_033883,7,31,11,17,5,10,16,31,26
XLOC_033888,0,3,1,0,0,2,0,2,2
XLOC_033889,0,0,0,0,0,0,0,0,0
XLOC_021316,203,756,204,5,19,13,133,92,126
XLOC_035064,0,0,3,0,1,0,0,0,0
XLOC_035065,0,0,0,0,0,0,2,0,0
XLOC_035066,1,2,0,0,1,0,0,3,2
XLOC_035067,0,9,0,0,0,0,0,5,0
XLOC_035060,4,29,40,8,13,13,89,125,259
XLOC_035061,4,5,4,0,0,2,2,2,2
XLOC_030689,0,21,36,16,10,16,29,24,32
XLOC_035063,9,25,19,2,4,5,1,7,6
XLOC_030687,0,0,0,0,0,2,0,0,0
XLOC_030686,622,711,687,117,225,15,47,37,41
XLOC_030685,11,25,20,1,3,5,8,23,10
XLOC_030684,3,3,8,0,0,3,3,0,0
XLOC_030683,95,128,97,274,167,333,101,77,91
XLOC_030682,4,12,7,3,5,10,12,20,6
XLOC_030681,2,6,1,6,11,15,4,12,25
XLOC_030680,2,6,0,0,4,4,6,0,4
XLOC_008082,0,7,2,19,15,46,0,0,1
XLOC_008083,0,0,3,5,0,5,0,0,0
XLOC_008080,23,48,30,5,4,11,116,92,81
XLOC_008081,0,0,0,0,0,0,0,0,0
XLOC_008086,13,23,21,0,12,0,19,33,24
XLOC_008087,0,0,0,0,0,0,0,0,0
XLOC_008084,407,615,580,610,756,651,426,337,323
XLOC_008085,0,0,0,7,0,3,3,3,0
XLOC_008088,0,0,0,0,0,0,2,0,0
XLOC_008089,468,570,517,592,554,735,746,676,754
XLOC_009975,180,372,243,2894,2616,2178,1990,1958,1927
XLOC_009974,24,30,42,27,31,26,83,79,52
XLOC_009977,48,54,37,33,37,55,17,40,33
XLOC_009976,1937,2254,2158,675,827,1051,968,798,886
XLOC_009971,465,876,992,29,66,42,1385,2391,2057
XLOC_009970,41,49,37,41,38,47,16,27,18
XLOC_009973,1204,1666,1911,245,287,411,779,748,810
XLOC_009972,4,9,7,11,8,14,38,36,63
XLOC_009979,45,32,17,37,41,188,36,88,63
XLOC_009978,5,8,5,0,3,4,7,6,14
XLOC_024962,116,213,113,298,213,253,351,277,286
XLOC_015206,97,106,149,82,82,124,155,108,142
XLOC_015207,848,932,1079,257,592,242,430,412,444
XLOC_027678,0,0,0,0,0,0,0,0,0
XLOC_027679,3,0,3,0,0,0,0,0,0
XLOC_015202,14,21,12,0,0,7,11,8,0
XLOC_015203,2,0,4,7,0,0,0,0,0
XLOC_015200,4179,5574,4732,4067,4530,3631,3382,2891,3132
XLOC_015201,585,671,710,283,231,307,442,471,396
XLOC_027672,124,196,190,10,9,29,202,173,196
XLOC_027673,0,0,0,0,0,0,0,0,0
XLOC_027670,9402,11591,11844,9667,10473,10198,13345,12665,12522
XLOC_027671,479,1070,586,498,427,1088,468,667,495
XLOC_027676,299,336,377,322,383,272,243,273,203
XLOC_027677,325,106,409,665,473,222,320,122,305
XLOC_027674,52,84,87,24,12,15,58,102,95
XLOC_027675,9,16,15,5,2,7,9,8,4
XLOC_015594,6,12,12,4,2,5,8,4,16
XLOC_032848,80,63,96,89,114,91,178,170,197
XLOC_001291,333,340,390,250,261,236,241,296,263
XLOC_032843,18,72,44,9,5,18,190,169,256
XLOC_032869,6,8,18,4,2,8,10,6,4
XLOC_032868,1,0,0,0,0,0,0,0,0
XLOC_032842,3,6,3,12,10,8,8,4,4
XLOC_032865,523,736,660,127,145,148,232,242,257
