gene_id,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
SpisGene16412,0,0,0,0,0,0,0,0,0
SpisGene16411,0,0,0,0,0,0,0,0,0
SpisGene24139,0,0,0,0,0,0,0,0,0
SpisGene24138,0,0,0,0,0,0,0,0,0
SpisGene16410,0,0,0,0,0,0,0,0,0
SpisGene24131,5,0,7,9,0,5,4,0,17
SpisGene24130,0,0,0,0,0,0,0,0,0
SpisGene24133,0,0,0,0,0,0,0,0,0
SpisGene24132,0,0,0,0,0,0,0,0,0
SpisGene24135,0,0,0,0,0,0,0,0,0
SpisGene24134,18,13,11,8,6,5,3,0,0
SpisGene24137,0,0,0,0,0,0,0,0,0
SpisGene24136,107,91,117,20,95,134,24,0,11
SpisGene16415,134,64,91,0,7,10,0,5,0
SpisGene16414,0,0,0,0,0,0,0,0,0
SpisGene6099,41,31,45,0,9,10,8,0,0
SpisGene24687,0,0,0,0,0,0,0,0,0
SpisGene24686,71,50,40,12,12,0,0,0,0
SpisGene24685,0,0,0,7,0,0,0,0,0
SpisGene6098,264,242,231,57,47,27,61,37,22
SpisGene24683,0,0,0,0,0,0,0,0,0
SpisGene24682,0,13,6,0,9,8,0,0,0
SpisGene24681,0,0,0,0,0,0,0,0,0
SpisGene24680,0,0,0,0,0,4,0,0,0
SpisGene24689,335,526,369,36,232,104,26,0,12
SpisGene24688,0,0,0,0,0,0,0,0,0
SpisGene10428,29,9,25,7,0,7,0,9,8
SpisGene10429,0,0,12,0,0,4,0,0,5
SpisGene17438,119,97,89,69,154,129,54,44,36
SpisGene17439,68,70,60,17,67,63,5,6,12
SpisGene10420,97,93,94,45,60,139,53,26,63
SpisGene10421,517,507,411,432,249,247,365,244,301
SpisGene10422,139,103,86,56,183,250,44,6,28
SpisGene17435,2269,1688,2147,1927,2042,1519,399,863,554
SpisGene10424,50,47,41,6,0,16,0,0,30
SpisGene10425,47,14,19,0,0,11,0,4,0
SpisGene10426,120,71,61,0,0,72,0,0,0
SpisGene10427,10,6,12,0,0,10,0,0,5
SpisGene4312,58,51,74,26,25,28,47,36,13
SpisGene4313,25,17,30,10,9,19,25,18,42
SpisGene4310,100,144,161,58,103,201,24,7,14
SpisGene4311,355,462,342,382,256,696,437,117,231
SpisGene4316,21,35,26,0,26,34,10,0,0
SpisGene4317,0,0,0,0,0,9,0,0,0
SpisGene4314,16,8,6,9,11,12,11,5,6
SpisGene4315,0,15,9,0,0,0,0,0,0
SpisGene4318,22,21,24,6,40,65,16,71,36
SpisGene4319,26,37,26,9,76,204,6,43,58
SpisGene23488,16,13,19,0,4,0,0,0,0
SpisGene23489,0,9,15,0,0,9,0,0,0
SpisGene23480,143,177,183,53,83,93,48,31,19
SpisGene23481,95,74,82,117,87,89,55,59,46
SpisGene23482,64,74,86,20,13,88,78,5,20
SpisGene23483,0,0,0,0,0,0,0,0,0
SpisGene23484,7,0,0,0,0,8,0,0,0
SpisGene23485,0,0,0,0,0,0,0,0,0
SpisGene23486,0,0,0,0,0,0,0,0,0
SpisGene23487,0,0,0,0,0,0,0,0,0
SpisGene11779,145,128,117,33,102,36,37,12,17
SpisGene11778,6063,6584,5281,2497,5954,2168,2399,4514,1421
SpisGene2259,0,0,5,0,0,0,0,0,0
SpisGene2258,0,0,0,0,0,0,0,0,0
SpisGene2255,670,693,550,127,250,516,166,40,155
SpisGene11772,357,347,336,404,388,462,440,398,326
SpisGene11771,293,198,219,137,106,169,161,73,132
SpisGene11770,45,31,16,73,62,107,48,143,20
SpisGene11777,655,409,622,243,1004,1010,301,133,311
SpisGene11776,120,132,116,0,47,18,0,0,8
SpisGene11775,274,251,215,223,702,346,259,307,370
SpisGene11774,250,286,235,174,177,303,325,284,231
SpisGene25756.Novel,104,96,82,69,73,151,44,31,46
SpisGene7159,26563,20075,23174,17146,15649,14670,23273,24051,21267
SpisGene7158,137,142,135,54,71,66,156,32,58
SpisGene25897.Novel,9,28,7,0,15,20,0,5,0
SpisGene7151,462,424,439,455,500,495,373,278,339
SpisGene7150,0,0,0,0,0,0,0,0,0
SpisGene7153,185,155,182,30,53,65,51,48,35
SpisGene7152,35,18,24,0,10,0,0,7,0
SpisGene7155,356,372,480,264,452,242,183,208,100
SpisGene7154,26,41,38,0,10,11,0,0,0
SpisGene7157,16206,11067,9791,13074,12993,21236,47519,13371,28857
SpisGene7156,3708,3348,3211,3791,2715,2635,3344,3066,2959
SpisGene13432,132,157,152,32,38,106,47,9,29
SpisGene13433,13,21,10,4,22,6,3,16,11
SpisGene13430,265,318,309,13,40,351,46,84,226
SpisGene13431,29,34,83,7,15,39,0,0,0
SpisGene13436,0,0,0,0,0,0,0,0,0
SpisGene13437,0,0,0,0,0,0,0,0,0
SpisGene13434,110,173,227,16,67,47,14,14,15
SpisGene13435,0,0,10,0,0,2,2,0,5
SpisGene13438,0,0,0,0,0,0,0,0,0
SpisGene13439,4,15,0,0,0,0,0,3,0
SpisGene15108,1995,1144,1168,744,1032,1626,1013,516,982
SpisGene15109,1638,1885,1648,740,731,1180,624,570,456
SpisGene18758,19,23,25,18,15,19,0,0,0
SpisGene18759,697,744,502,494,1109,1661,593,207,503
SpisGene18756,998,946,1121,1023,2479,3822,429,93,193
SpisGene18757,16,34,15,12,17,11,5,4,0
SpisGene18754,209,243,160,49,39,327,45,56,29
SpisGene18755,94,90,120,97,101,190,62,21,40
SpisGene18752,23,25,17,33,28,51,14,0,4
SpisGene18753,71,70,79,64,115,97,47,56,58
SpisGene18750,0,0,0,0,0,0,0,0,0
SpisGene18751,0,0,0,0,0,0,0,0,0
SpisGene5706,0,0,0,0,0,0,0,0,0
SpisGene5707,0,0,5,0,0,0,0,0,0
SpisGene5704,43,47,58,14,18,64,30,4,24
SpisGene5705,109,111,101,56,77,41,37,22,32
SpisGene9009,5,0,0,0,0,0,0,0,0
SpisGene9008,12,7,48,0,61,0,0,0,0
SpisGene9005,0,0,0,0,0,0,0,0,0
SpisGene9004,0,0,0,0,0,0,0,0,0
SpisGene9007,0,0,0,0,0,0,0,0,0
SpisGene9006,0,3,11,0,0,0,0,0,0
SpisGene9001,0,0,0,0,15,0,0,0,0
SpisGene9000,2,0,2,6,0,0,0,0,0
SpisGene9003,0,0,0,0,0,0,0,0,0
SpisGene9002,0,0,0,0,0,0,0,0,0
SpisGene5700,217,209,298,59,162,295,73,61,55
SpisGene5701,3703,4349,4299,1631,4213,4033,2893,2307,1979
SpisGene2929,20,9,21,17,14,20,13,0,10
SpisGene2928,191,229,263,52,119,294,105,68,135
SpisGene2927,139,98,94,137,143,165,77,142,114
SpisGene2926,14215,9255,9587,10062,10085,14833,39053,11621,23578
SpisGene2925,393,291,317,229,368,483,191,186,202
SpisGene2924,35,21,33,0,0,16,0,0,14
SpisGene2923,176,186,158,304,548,399,73,39,89
SpisGene2922,119,112,128,9,32,107,17,6,18
SpisGene2921,91,148,145,40,73,136,63,35,61
SpisGene2920,275,203,210,136,93,262,150,141,150
SpisGene14859,664,522,584,723,811,723,418,233,259
SpisGene14858,557,513,559,387,283,330,558,395,379
SpisGene14855,99,53,128,20,93,25,0,0,0
SpisGene14854,14,28,23,38,14,15,26,8,6
SpisGene14857,187,356,159,12,0,10,0,19,0
SpisGene14856,43,85,35,12,26,64,0,6,4
SpisGene14851,44,78,34,0,45,81,86,41,85
SpisGene14850,0,0,0,0,0,0,0,0,0
SpisGene14853,65,97,76,17,45,48,0,28,15
SpisGene14852,125,182,116,214,19,170,22,20,31
SpisGene6208,114,176,210,26,28,24,0,0,12
SpisGene6209,0,0,0,0,0,0,0,0,0
SpisGene10169,0,5,0,0,0,0,0,0,0
SpisGene10168,39,30,47,12,5,19,10,0,12
SpisGene6202,49,51,34,26,32,65,11,10,16
SpisGene6203,1122,1107,1031,1150,1290,1653,1073,806,950
SpisGene6200,215,258,295,143,269,200,61,14,63
SpisGene6201,278,340,289,319,506,483,287,165,141
SpisGene6206,248,203,159,81,761,1068,298,1418,908
SpisGene10160,486,436,472,202,193,287,157,85,138
SpisGene6204,56,70,53,24,36,86,26,0,0
SpisGene6205,128,141,133,108,547,172,28,17,24
SpisGene21240,0,0,0,0,0,0,0,0,0
SpisGene21241,12,10,14,6,10,24,0,0,0
SpisGene21242,108,151,118,20,23,71,61,50,43
SpisGene21243,304,245,259,139,451,279,54,12,29
SpisGene21244,18,31,60,6,10,206,0,0,0
SpisGene21245,66,61,95,20,25,37,8,7,13
SpisGene21246,434,256,300,411,413,1052,430,479,399
SpisGene21247,0,0,14,0,0,0,0,0,0
SpisGene21248,67,122,105,0,355,277,15,0,0
SpisGene21249,49,85,97,65,98,92,52,10,35
SpisGene12459,59,44,40,4,3,0,0,0,0
SpisGene12458,655,657,607,301,418,510,403,201,234
SpisGene12453,23,29,36,117,132,28,0,0,0
SpisGene12452,0,0,14,0,51,29,22,20,6
SpisGene12451,587,604,528,919,164,7,10,9,3
SpisGene12450,762,823,861,282,329,305,531,260,244
SpisGene12457,723,603,403,362,655,1115,1401,1863,1905
SpisGene12456,68,70,59,55,44,38,69,32,46
SpisGene12455,1434,920,914,1266,911,1094,1288,1075,1256
SpisGene12454,0,0,0,2,0,0,0,0,0
SpisGene9919,309,282,230,160,669,1074,350,934,846
SpisGene9918,348,79,19,18,607,1240,191,249,366
SpisGene9917,781,711,706,899,812,729,803,247,683
SpisGene9916,41,28,32,18,44,91,19,12,24
SpisGene9915,59,137,84,0,7,17,0,0,0
SpisGene9914,1000,1248,1381,546,788,914,166,84,150
SpisGene9913,43,36,38,0,10,39,18,6,13
SpisGene9912,288,254,295,46,264,351,107,46,90
SpisGene9911,384,422,330,111,107,153,346,57,132
SpisGene9910,122,123,113,57,58,45,40,30,29
SpisGene20113,2,0,0,0,0,0,0,0,0
SpisGene20112,0,0,0,0,0,0,0,0,0
SpisGene20111,0,0,0,0,0,0,0,0,0
SpisGene20110,0,16,30,0,12,16,3,8,0
SpisGene20117,559,494,491,1621,429,681,838,422,406
SpisGene20116,0,0,0,0,0,0,0,0,0
SpisGene20115,0,0,0,0,10,0,0,0,8
SpisGene20114,0,0,0,0,0,0,0,0,0
SpisGene20119,133,97,104,84,50,122,98,88,134
SpisGene20118,180,258,196,175,219,309,146,144,143
SpisGene333,0,0,0,0,0,0,0,0,0
SpisGene332,106,107,146,13,46,13,22,12,33
SpisGene331,14,15,9,0,3,0,0,0,0
SpisGene330,17,18,21,0,6,0,2,4,0
SpisGene337,734,806,719,730,570,572,461,278,377
SpisGene336,242,278,263,93,168,145,51,42,49
SpisGene335,1937,1452,1531,2510,1772,3354,2791,1589,2469
SpisGene334,0,4,0,0,0,0,0,0,0
SpisGene339,187,186,226,64,99,100,179,55,105
SpisGene338,0,0,9,0,0,0,0,0,0
SpisGene3198,845,776,850,387,354,405,780,256,430
SpisGene3645,6,3,0,9,3,11,12,6,0
SpisGene3644,53,44,44,8,11,58,11,7,44
SpisGene3647,125,171,131,5,13,98,69,7,69
SpisGene3646,407,314,385,344,561,949,298,685,464
SpisGene3641,0,0,5,0,0,0,0,0,0
SpisGene3640,110,54,82,249,358,174,169,101,106
SpisGene3643,6,7,5,3,14,17,0,0,0
SpisGene3642,610,469,326,66,126,206,81,147,135
SpisGene3649,75,68,62,0,5,44,22,0,11
SpisGene3648,27,74,49,19,76,45,11,13,11
SpisGene3191,74,73,101,8,9,25,20,9,5
SpisGene3190,137,101,143,185,909,372,41,54,39
SpisGene22182,0,0,0,0,0,0,0,0,0
SpisGene22183,0,0,0,0,0,0,0,0,0
SpisGene22180,0,0,0,0,0,3,0,0,0
SpisGene22181,0,0,0,0,0,0,0,0,0
SpisGene22186,0,0,0,0,0,0,0,0,0
SpisGene22187,40,10,6,0,6,133,31,30,43
SpisGene22184,26,0,12,0,0,0,0,0,0
SpisGene22185,0,0,0,0,0,0,0,0,0
SpisGene22188,228,219,192,66,75,108,205,110,98
SpisGene22189,13,14,11,8,5,13,5,0,0
SpisGene20962,0,8,0,0,0,0,0,0,0
SpisGene20963,0,0,0,0,0,0,0,0,0
SpisGene20960,0,0,0,0,0,0,0,0,0
SpisGene20961,0,0,0,0,0,0,0,0,0
SpisGene20966,0,0,0,0,0,0,0,0,0
SpisGene20967,0,0,0,0,0,0,0,0,0
SpisGene20964,0,0,0,0,0,0,0,0,0
SpisGene20965,0,0,0,0,0,0,0,0,0
SpisGene20968,11,12,9,7,54,97,0,0,4
SpisGene20969,11,6,6,0,4,2,1,0,0
SpisGene22238,0,0,0,0,0,0,0,0,0
SpisGene22239,53,177,42,0,3,0,0,0,0
SpisGene22230,26,22,57,0,10,23,23,0,9
SpisGene22231,0,0,0,0,0,0,0,0,0
SpisGene22232,0,0,0,0,0,0,0,0,0
SpisGene22233,0,0,0,0,0,0,0,0,0
SpisGene22234,0,0,0,0,0,0,0,0,0
SpisGene22235,0,0,0,0,0,0,0,0,0
SpisGene22236,0,0,0,0,0,0,0,0,0
SpisGene22237,0,0,0,0,0,0,0,6,0
SpisGene22072,14,17,16,2,14,10,4,0,5
SpisGene9277,155,142,198,350,443,142,47,44,26
SpisGene9274,61,28,57,5,4,7,6,19,0
SpisGene9275,73,45,34,13,20,17,30,16,29
SpisGene9272,309,274,269,469,484,480,463,673,402
SpisGene9273,490,346,461,74,88,258,112,136,213
SpisGene22074,14,16,18,0,3,0,0,0,0
SpisGene9271,7,18,0,0,5,49,30,0,40
SpisGene21769,0,0,0,0,0,0,0,0,0
SpisGene21768,0,0,0,0,0,0,0,0,0
SpisGene21763,0,0,0,0,0,0,0,0,0
SpisGene21762,0,0,0,0,0,0,0,0,0
SpisGene21761,0,0,2,0,0,0,0,0,0
SpisGene21760,0,3,0,0,0,0,0,0,0
SpisGene21767,0,0,0,0,0,0,0,0,0
SpisGene21766,284,155,160,32,61,61,0,6,11
SpisGene21765,54,49,63,15,9,8,0,0,11
SpisGene21764,0,0,0,0,0,0,0,0,0
SpisGene25878.Novel,49,25,25,8,4,8,6,2,11
SpisGene7319,72,48,52,57,24,110,45,8,50
SpisGene7318,143,212,199,123,102,29,44,44,22
SpisGene7313,1424,1340,1310,740,1313,1061,864,417,540
SpisGene7312,0,0,2,0,0,0,0,0,0
SpisGene7311,87,150,44,0,13,5,8,39,0
SpisGene7310,121,131,141,57,125,185,47,0,18
SpisGene7317,0,0,7,0,0,0,0,0,0
SpisGene7316,18,18,17,47,30,152,5,0,0
SpisGene7315,72,51,61,125,57,132,3,0,26
SpisGene7314,16,8,0,0,0,48,0,0,0
SpisGene5221,47,23,53,0,10,0,0,3,0
SpisGene18199,525,339,399,565,769,851,664,881,701
SpisGene5223,8,0,5,0,0,0,4,0,4
SpisGene5222,318,178,209,58,59,136,181,23,175
SpisGene5225,0,0,0,0,0,0,0,0,0
SpisGene5224,7,4,8,0,3,4,0,0,0
SpisGene5227,668,653,532,627,372,674,934,582,685
SpisGene5226,4,0,0,0,0,6,0,0,0
SpisGene5229,173,281,269,26,128,183,94,10,33
SpisGene18191,108,96,108,84,148,192,39,24,63
SpisGene18192,240,216,242,61,83,104,91,72,64
SpisGene18193,12,35,47,0,0,51,0,0,0
SpisGene18194,1460,1617,1835,1187,3093,1639,878,335,613
SpisGene18195,597,472,437,215,1784,988,370,849,384
SpisGene18196,676,839,695,106,28,193,42,33,118
SpisGene18197,0,0,0,0,0,9,0,0,0
SpisGene15470,0,0,0,0,0,0,0,0,0
SpisGene15471,137,70,75,35,31,100,51,13,36
SpisGene15472,132,172,138,26,46,47,56,0,17
SpisGene15473,142,128,141,205,500,665,76,112,101
SpisGene15474,138,156,120,37,36,140,88,36,45
SpisGene15475,1572,1354,1658,615,839,1267,1481,1202,1235
SpisGene15476,1221,885,905,2165,1637,917,1227,1866,961
SpisGene15477,0,0,0,0,0,0,0,0,0
SpisGene15478,139,117,97,144,115,125,641,124,281
SpisGene15479,6,0,0,0,0,0,0,0,0
SpisGene11360,38,17,15,26,52,34,28,9,8
SpisGene11361,40,63,90,8,31,24,0,0,0
SpisGene11362,45,79,42,18,27,12,0,0,9
SpisGene11363,33,18,29,17,12,111,0,16,7
SpisGene11364,121,164,124,31,31,133,25,28,39
SpisGene11365,16,12,9,8,19,107,6,22,18
SpisGene11366,352,376,251,160,223,488,183,151,201
SpisGene11367,179,308,124,5,69,26,31,6,15
SpisGene11368,0,0,0,0,0,0,0,0,0
SpisGene11369,5,0,0,0,0,0,0,0,0
SpisGene6044,284,362,151,103,104,476,65,223,86
SpisGene6045,818,508,867,4303,3952,657,479,683,402
SpisGene6046,30,28,11,19,0,0,10,7,4
SpisGene6047,115,121,121,135,122,125,114,124,68
SpisGene6040,2350,1879,1718,367,317,916,1198,299,998
SpisGene6041,805,501,395,75,1462,2062,244,851,815
SpisGene6042,223,364,210,157,84,113,70,41,62
SpisGene6043,327,370,288,121,144,203,308,90,170
SpisGene6048,103,96,70,84,201,339,142,343,218
SpisGene6049,70,52,107,131,154,135,19,4,22
SpisGene8226,0,0,6,0,0,3,0,0,3
SpisGene8227,0,25,21,0,6,0,7,0,0
SpisGene8224,0,0,0,0,0,0,0,0,0
SpisGene8225,39,87,67,36,5,8,23,0,8
SpisGene8222,204,123,184,20,12,22,15,0,18
SpisGene8223,0,0,0,0,0,0,0,0,0
SpisGene8220,384,258,278,177,120,262,119,183,145
SpisGene8221,2023,2250,2639,3521,5135,2697,1485,1177,1616
SpisGene8228,0,0,0,0,0,0,0,0,0
SpisGene8229,6,19,9,5,11,1,0,1,0
SpisGene4572,121,132,178,39,101,102,77,31,47
SpisGene4573,236,278,249,1187,458,784,640,230,217
SpisGene4570,60,46,63,9,54,53,8,0,5
SpisGene4571,360,411,386,156,118,278,147,120,128
SpisGene4576,31,32,25,9,17,54,0,0,0
SpisGene4577,34,54,55,54,33,168,70,40,42
SpisGene4574,104,85,141,12,54,108,10,0,0
SpisGene4575,59,85,70,4,4,15,8,2,9
SpisGene4578,70,96,100,118,70,119,19,11,28
SpisGene4579,8,0,6,0,0,0,0,0,0
SpisGene6592,0,0,0,0,0,0,0,0,0
SpisGene6593,0,0,0,0,0,0,0,0,0
SpisGene6590,11,0,6,0,0,0,0,0,0
SpisGene6591,0,0,0,0,0,0,0,0,0
SpisGene6596,0,0,0,0,0,0,0,0,0
SpisGene6597,0,0,0,0,0,0,0,0,0
SpisGene6594,0,0,1,2,0,1,0,0,0
SpisGene6595,0,9,0,0,0,0,0,0,0
SpisGene6598,122,134,115,0,11,11,10,0,7
SpisGene6599,0,0,0,0,0,0,0,0,0
SpisGene4688,6348,4560,4340,4076,4095,6994,13977,7140,11152
SpisGene1062,16,49,34,0,12,0,5,0,0
SpisGene1060,178,181,181,95,108,86,174,86,222
SpisGene1067,167,169,175,187,111,205,209,210,131
SpisGene1066,96,143,64,41,23,114,150,140,110
SpisGene1065,291,185,123,26,38,219,60,90,171
SpisGene1064,112,96,103,65,63,138,66,42,88
SpisGene4680,155,141,163,12,61,191,51,14,27
SpisGene4681,14,14,9,18,3,16,5,3,0
SpisGene4682,0,0,0,0,0,0,0,0,0
SpisGene4683,142,124,184,8,33,108,15,7,5
SpisGene4684,194,298,296,140,329,428,84,41,63
SpisGene4685,8,24,8,11,23,0,0,2,0
SpisGene4686,47,51,55,110,45,142,42,23,70
SpisGene4687,240,191,152,101,321,304,152,66,111
SpisGene12123,19,27,43,18,0,42,2,0,5
SpisGene12122,11145,7418,6974,8021,2729,9165,12648,8580,12993
SpisGene12121,169,145,173,37,42,44,38,6,19
SpisGene12120,9,0,20,0,0,0,0,0,0
SpisGene12127,60,63,84,12,64,25,18,5,11
SpisGene12126,6,7,0,0,0,0,0,0,0
SpisGene12125,0,13,18,0,0,0,0,0,0
SpisGene12124,88,142,56,45,20,42,67,35,65
SpisGene12129,53,30,28,0,15,8,10,0,3
SpisGene12128,58,53,114,74,54,108,34,20,46
SpisGene12703,0,0,0,0,0,0,0,0,0
SpisGene12702,3,0,7,2,13,19,0,0,11
SpisGene12701,117,198,148,17,24,42,20,6,21
SpisGene12700,112,116,150,202,819,268,7,3,21
SpisGene12707,0,0,0,0,0,0,0,0,0
SpisGene12706,0,0,0,0,0,0,0,0,0
SpisGene7883,4,18,0,0,0,0,0,0,0
SpisGene7882,0,0,0,0,9,0,0,0,0
SpisGene7881,5,17,5,0,0,0,0,0,0
SpisGene7880,12,0,9,6,0,0,0,0,0
SpisGene7887,2,0,0,5,0,0,0,0,0
SpisGene7886,0,0,0,0,0,0,0,0,0
SpisGene7885,161,98,145,11,51,45,40,35,21
SpisGene7884,0,0,4,0,8,0,0,0,0
SpisGene7889,0,0,0,11,49,8,6,3,0
SpisGene7888,290,338,218,375,598,855,325,463,399
SpisGene25459,17,8,2,0,12,0,3,2,4
SpisGene25458,0,0,0,0,0,0,0,0,0
SpisGene25451,0,0,0,0,0,0,0,0,0
SpisGene25450,18,25,11,0,5,6,0,4,0
SpisGene25453,0,0,0,0,0,0,0,0,0
SpisGene25452,0,0,0,0,0,0,0,0,0
SpisGene25455,0,0,0,0,0,0,0,0,0
SpisGene25454,0,0,0,0,0,0,0,0,0
SpisGene25457,0,0,0,0,0,0,0,5,1
SpisGene25456,9,9,17,2,0,6,11,0,3
SpisGene5764,100,68,89,0,0,0,0,0,0
SpisGene5765,21,10,13,12,3,32,2,0,4
SpisGene5766,9,4,5,0,0,0,0,0,0
SpisGene5767,0,6,0,0,0,0,0,0,0
SpisGene5760,15,27,26,29,11,0,0,0,0
SpisGene5761,8,7,17,3,0,12,0,0,0
SpisGene5762,35,18,24,2,7,8,5,16,7
SpisGene5763,0,0,0,0,0,0,0,0,0
SpisGene5768,0,0,0,0,0,0,0,0,0
SpisGene5769,0,4,0,0,0,0,0,0,0
SpisGene6868,0,9,0,0,0,5,0,0,0
SpisGene6869,520,515,315,48,162,369,339,345,330
SpisGene6862,15,13,0,0,29,0,0,0,0
SpisGene6863,0,0,0,0,0,0,0,0,0
SpisGene6860,130,74,84,102,449,146,70,41,37
SpisGene6861,82,118,101,0,32,315,3,17,12
SpisGene6866,254,308,271,21,188,276,22,4,28
SpisGene6867,9,13,6,0,2,0,0,0,0
SpisGene6864,13,10,7,0,2,11,6,0,0
SpisGene6865,75,79,69,35,19,71,56,0,35
SpisGene23857,6,8,4,0,5,27,0,0,0
SpisGene23856,0,2,2,0,0,0,0,0,0
SpisGene23855,19,9,25,0,9,9,0,0,0
SpisGene23854,0,9,0,0,0,0,0,4,0
SpisGene23853,16,29,7,7,27,12,3,21,13
SpisGene23852,6,10,8,3,0,4,5,0,0
SpisGene23851,0,9,7,0,5,0,0,0,0
SpisGene23850,8,13,8,0,35,17,0,0,4
SpisGene23859,5,0,14,0,8,0,0,0,0
SpisGene23858,0,0,0,0,0,0,0,0,0
SpisGene24496,17,53,59,0,48,62,0,4,0
SpisGene24497,0,0,0,0,0,0,0,0,0
SpisGene24494,0,0,0,0,0,0,0,0,0
SpisGene24495,0,0,0,0,0,0,0,0,0
SpisGene24492,0,0,0,0,0,0,0,0,0
SpisGene24493,18,19,14,5,12,2,0,11,0
SpisGene24490,0,0,0,0,0,0,0,0,0
SpisGene24491,0,0,0,0,0,0,0,0,0
SpisGene24498,7,0,3,0,0,0,0,0,0
SpisGene24499,0,0,0,0,0,0,0,0,0
SpisGene3339,38,95,74,0,0,55,0,0,33
SpisGene3338,52,52,42,12,9,20,7,0,0
SpisGene3335,19,8,17,152,58,121,107,76,72
SpisGene3334,155,74,128,0,17,46,9,7,9
SpisGene3337,204,231,230,245,323,465,96,101,104
SpisGene3336,630,485,355,219,1432,1966,543,216,600
SpisGene3331,219,220,230,37,163,210,47,0,28
SpisGene3330,0,0,0,0,0,15,0,4,0
SpisGene3333,76,78,65,85,239,210,14,26,28
SpisGene3332,168,157,180,35,53,67,71,19,34
SpisGene12952,0,0,0,0,0,0,0,0,0
SpisGene12953,28,49,22,9,5,0,0,0,0
SpisGene12950,55,5,22,0,0,6,4,0,5
SpisGene12951,67,202,92,20,25,33,9,0,18
SpisGene12956,1233,1033,937,1898,1330,2167,1349,1389,1577
SpisGene12957,86,138,217,356,1196,57,65,12,19
SpisGene12954,161,138,133,128,90,193,47,105,99
SpisGene12955,0,9,5,0,3,10,0,0,0
SpisGene12958,61,36,59,17,37,66,25,29,10
SpisGene12959,269,264,233,651,238,444,214,189,448
SpisGene14468,0,0,0,0,0,0,0,0,0
SpisGene14469,783,719,902,268,2594,1545,241,124,284
SpisGene14460,57,29,65,18,8,22,0,13,27
SpisGene14461,363,415,736,39,68,55,32,30,34
SpisGene14462,565,512,509,518,537,724,449,227,327
SpisGene14463,197,195,195,63,88,169,98,20,49
SpisGene14464,2170,1317,1256,5558,2136,2395,3565,3068,3549
SpisGene14465,271,186,222,390,495,474,421,210,361
SpisGene14466,201,119,157,19,0,42,18,0,13
SpisGene14467,5,0,0,0,0,0,0,0,0
SpisGene23141,0,0,3,0,0,0,0,0,0
SpisGene23140,0,0,0,0,0,4,11,0,0
SpisGene23143,0,0,0,0,0,0,0,0,0
SpisGene23142,0,0,4,0,0,0,0,0,0
SpisGene23145,0,0,0,0,0,0,0,0,0
SpisGene23144,0,0,0,0,0,0,0,0,0
SpisGene23147,7,0,9,5,7,0,9,0,0
SpisGene23146,9,5,0,0,0,0,0,0,0
SpisGene23149,70,116,54,0,0,0,0,0,4
SpisGene23148,0,0,0,0,0,0,0,0,0
SpisGene7058,109,136,119,0,11,13,0,4,0
SpisGene7059,60,49,24,40,41,99,30,10,18
SpisGene7054,68,44,63,0,60,39,4,43,18
SpisGene7055,118,68,61,52,378,231,25,76,120
SpisGene7056,453,466,405,153,276,417,242,53,149
SpisGene7057,532,455,470,115,2542,96,36,498,0
SpisGene7050,12,28,20,0,0,0,0,0,0
SpisGene7051,398,551,440,5,73,23,25,17,10
SpisGene7052,5,16,22,0,0,12,4,0,6
SpisGene7053,174,136,146,342,215,200,254,140,213
SpisGene22438,4,0,0,0,0,5,2,0,0
SpisGene22439,0,0,0,0,0,0,0,0,0
SpisGene22432,0,0,0,0,0,0,0,0,0
SpisGene22433,11,33,26,6,14,9,0,0,0
SpisGene22430,0,0,0,0,0,0,0,0,0
SpisGene22431,0,0,0,0,0,0,0,0,0
SpisGene22436,0,4,0,0,0,6,0,0,0
SpisGene22437,0,24,13,0,0,0,5,0,25
SpisGene22434,34,24,35,13,13,26,0,4,0
SpisGene22435,0,0,0,0,0,0,0,0,0
SpisGene13609,35,40,36,22,84,92,18,6,0
SpisGene13608,24,13,28,13,58,92,9,0,8
SpisGene13605,670,321,343,32,44,185,43,113,111
SpisGene13604,36,60,50,35,21,68,40,0,45
SpisGene13607,199,237,208,12,59,61,9,17,26
SpisGene13606,0,0,6,0,0,0,0,0,0
SpisGene13601,470,385,296,69,43,177,91,80,91
SpisGene13600,48,70,68,13,22,38,7,4,15
SpisGene13603,69,106,114,40,75,251,67,59,53
SpisGene13602,120,154,104,19,26,66,59,20,25
SpisGene15739,0,0,0,0,0,0,0,0,0
SpisGene15738,0,21,13,0,6,20,0,0,0
SpisGene15733,145,214,130,53,524,885,112,274,210
SpisGene15732,10,3,18,0,0,0,0,0,0
SpisGene15731,0,0,9,0,0,0,0,0,0
SpisGene15730,41,34,40,0,16,18,14,0,11
SpisGene15737,0,0,0,0,0,0,0,0,0
SpisGene15736,10,7,7,4,3,11,1,0,0
SpisGene15735,30,14,19,9,0,21,0,0,4
SpisGene15734,17,30,35,0,24,40,3,8,13
SpisGene21165,33,35,34,0,104,175,0,0,12
SpisGene21164,30,31,27,4,41,115,5,13,36
SpisGene21167,0,0,0,0,0,32,0,0,0
SpisGene21166,0,15,13,0,0,23,4,0,15
SpisGene21161,13,24,16,0,0,8,0,6,0
SpisGene21160,52,35,29,0,18,29,13,0,13
SpisGene21163,0,0,0,0,0,0,0,0,0
